Abel,able,,
accede,exceed,,
accept,except,,
acclamation,acclimation,,
acts,ax,,
ad,add,,
Adam,atom,,
addition,edition,,
adds,adz,ads,
adduce,educe,,
adherence,adherents,,
adieu,ado,,
ads,adds,adz,
aerial,ariel,,
affect,effect,,
affected,effected,,
affects,effects,,
afterward,afterword,,
aid,aide,,
ail,ale,,
air,heir,err,
aisle,isle,I'll,
ale,ail,,
all#ready,already,,
all#together,altogether,,
all#ways,always,,
all,awl,,
allowed,aloud,,
allude,elude,,
alluded,eluded,,
allusion,illusion,,
allusive,elusive,illusive,
aloud,allowed,,
already,all#ready,,
altar,alter,,
altogether,all#together,,
always,allways,,
amend,emend,,
analyst,annalist,,
ant,aunt,,
apatite,appetite,,
apprise,apprize,,
arc,ark,,
ariel,aerial,,
ark,arc,,
arrant,errant,,
ascent,assent,,
assistance,assistants,,
ate,eight,,
atom,Adam,,
auger,augur,,
aunt,ant,,
aural,oral,,
aureole,oriole,,
away,aweigh,,
awl,all,,
ax,acts,,
axel,axle,,
axes,axis,,
aye,eye,I,
ayes,eyes,,
baa,bah,,
baal,bail,bale,
babble,Babel,,
bad,bade,,
bah,baa,,
bail,bale,baal,
bait,bate,,
baited,bated,,
bald,balled,bawled,
bale,baal,bail,
ball,bawl,,
balled,bawled,bald,
balm,bomb,bombe,
band,banned,,
bard,barred,,
bare,bear,,
baron,barren,,
barred,bard,,
barren,baron,,
basal,basil,,
base,bass,,
based,baste,,
bases,basis,,
basil,basal,,
basis,bases,,
bask,basque,,
bass,base,,
baste,based,,
bate,bait,,
bated,baited,,
bawl,ball,,
bawled,bald,balled,
bazaar,bizarre,,
be,bee,,
beach,beech,,
bear,bare,,
beat,beet,,
beau,bow,,
bee,be,,
beech,beach,,
been,bin,,
beer,bier,,
beet,beat,,
bell,belle,,
berry,bury,,
berth,birth,,
better,bettor,,
bib,bibb,,
bier,beer,,
bight,bite,byte,
brayed,braid,,
billed,build,,
brays,braise,,
bin,been,,
breach,breech,,
bird,burred,,
bread,bred,,
birth,berth,,
break,brake,,
bite,byte,bight,
bred,bread,,
bizarre,bazaar,,
breech,breach,,
blew,blue,,
brewed,brood,,
brews,bruise,,
bridal,bridle,,
broach,brooch,,
blew,,,
blue,,,
brood,brewed,,
brows,browse,,
bruise,brews,,
bloc,block,,
brut,brute,,
blue,blew,,
build,billed,,
boar,bore,,
bullion,bouillon,,
board,bored,,
buoy,boy,,
carat,carrot,caret,karat
carol,carrel,,
carrot,caret,karat,carat
cash,cache,,
cast,caste,,
caster,castor,,
cause,caws,,
cedar,seeder,,
cede,seed,,
ceiling,sealing,,
cell,sell,,
cellar,seller,,
censor,sensor,,
cent,scent,sent,
cents,scents,sense,
cereal,serial,,
Ceres,series,,
cession,session,,
chance,chants,,
chased,chaste,,
chauffeur,shofar,,
cheap,cheep,,
check,Czech,,
cheep,cheap,,
chews,choose,,
chic,sheik,,
Chile,chilly,chili,
choir,quire,,
choose,chews,,
choral,coral,,
chord,cord,cored,
chute,shoot,,
cite,sight,site,
cited,sided,sighted,
clack,claque,,
clamber,clammer,clamor,
claque,clack,,
clause,claws,,
clew,clue,,
click,clique,,
climb,clime,,
clique,click,,
close,clothes,cloze,
clue,clew,,
coal,cole,,
coarse,course,,
coarser,courser,,
coat,cote,,
coax,cokes,,
coffers,coughers,,
cokes,coax,,
cole,coal,,
collard,collared,,
colonel,kernel,,
complacent,complaisant,,
complement,compliment,,
complementary,,,
complimentary,,,
conceded,conceited,,
confirmation,,,
conformation,,,
consonance,consonants,,
continence,continents,,
coo,coup,,
coolie,coulee,,
coop,coupe,,
cops,copse,,
coral,choral,,
cord,cored,chord,
core,corps,,
cored,chord,cord,
corps,core,,
correspondence,correspondents,,
cote,coat,,
coughers,coffers,,
coulee,coolie,,
council,counsel,,
coup,coo,,
coupe,coop,,
boarder,border,,
burger,burgher,,
bode,bowed,,
burred,bird,,
bold,bowled,,
burro,burrow,borough,
bolder,boulder,,
bury,berry,,
bomb,bombe,balm,
bussed,bust,,
bootie,booty,,
but,butt,,
border,boarder,,
buy,by,bye,
bore,boar,,
byte,bight,bite,
bored,board,,
born,borne,,
borough,burro,burrow,
cache,cash,,
bough,bow,,
caddie,caddy,,
bouillon,bullion,,
Cain,cane,,
boulder,bolder,,
calendar,calender,,
bow,beau,,
callous,callus,,
bow,bough,,
canapé,canopy,,
cane,Cain,,
bowled,bold,,
cannon,canon,,
boy,buoy,,
canopy,canapé,,
braid,brayed,,
canter,cantor,,
braise,brays,,
canvas,canvass,,
brake,break,,
capital,capitol,,
bowed,bode,,
course,coarse,,
courser,coarser,,
cousin,cozen,,
coward,cowered,,
coy,koi,,
cozen,cousin,,
craft,kraft,,
crape,crepe,,
crawl,kraal,,
creak,creek,,
crepe,crape,,
crewel,cruel,,
crews,cruise,,
cruel,crewel,,
cruise,crews,,
cue,queue,,
currant,current,,
curser,cursor,,
cygnet,signet,,
cymbal,symbol,,
cypress,Cyprus,,
Czech,check,,
dam,damn,,
Dane,deign,,
days,daze,,
dear,deer,,
defused,diffused,,
deign,Dane,,
dense,dents,,
descent,dissent,,
desert,dessert,,
dew,do,due,
die,dye,,
diffused,defused,,
disburse,disperse,,
discreet,discrete,,
disperse,disburse,,
dissent,descent,,
do,doe,dough,
do,due,dew,
doc,dock,,
doe,dough,do,
does,doze,,
done,dun,,
dough,do,doe,
doze,does,,
draft,draught,,
dual,duel,,
ducked,duct,,
ducks,ducts,,
duct,ducked,,
ducts,ducks,,
due,dew,do,
duel,dual,,
dun,done,,
dye,die,,
dyeing,dying,,
earn,urn,,
eave,eve,,
edition,addition,,
educe,adduce,,
eek,eke,,
effect,affect,,
effected,affected,,
effects,affects,,
eight,ate,,
eke,eek,,
elicit,illicit,,
elude,allude,,
eluded,alluded,,
elusive,illusive,allusive,
emend,amend,,
enumerable,innumerable,,
err,air,heir,
errant,arrant,,
eve,eave,,
ewe,you,yew,
ewes,yews,use,
exceed,accede,,
except,accept,,
exercise,exorcise,,
eye,I,aye,
eyed,I'd,,
eyelet,islet,,
eyes,ayes,,
facts,fax,,
faint,feint,,
fair,fare,,
fairy,ferry,,
fare,fair,,
fate,fete,,
faun,fawn,,
fax,facts,,
faze,phase,,
feat,feet,,
feint,faint,,
fends,fens,,
ferry,fairy,,
fete,fate,,
few,phew,,
fiancé,fiancée,,
fill,Phil,,
find,fined,,
finish,Finnish,,
fir,fur,,
fisher,fissure,,
flair,flare,,
flea,flee,,
flew,flu,flue,
flier,flyer,,
flocks,phlox,,
floe,flow,,
flour,flower,,
flow,floe,,
flower,flour,,
flu,flue,flew,
flyer,flier,,
foaled,fold,,
foe,faux,,
fold,foaled,,
for,four,fore,
foregone,forgone,,
foreword,forward,,
fort,forte,,
forth,fourth,,
forward,foreword,,
foul,fowl,,
four,fore,for,
fourth,forth,,
fowl,foul,,
franc,frank,,
frays,phrase,,
frees,freeze,frieze,
friar,fryer,,
frieze,frees,freeze,
fryer,friar,,
fur,fir,,
gaff,gaffe,,
Gail,gale,,
gait,gate,,
gale,Gail,,
gamble,gambol,,
gate,gait,,
gel,jell,,
gene,jean,,
gibe,jibe,,
gild,guild,,
gilder,guilder,,
gilt,guilt,,
hart,heart,,
gneiss,nice,,
haul,hall,,
gnome,Nome,,
have,halve,,
gnu,knew,new,
hay,hey,,
gofer,gopher,,
hays,haze,,
gored,gourd,,
he'd,heed,,
gorilla,guerilla,,
he'll,heal,heel,
gourd,gored,,
hear,here,,
grade,grayed,,
heard,herd,,
graft,graphed,,
heart,hart,,
graham,gram,,
heed,he'd,,
graphed,graft,,
heel,he'll,heal,
grate,great,,
heir,err,air,
grater,greater,,
herd,heard,,
grayed,grade,,
here,hear,,
grays,graze,,
heroin,heroine,,
grease,Greece,,
hertz,hurts,,
great,grate,,
hew,hue,Hugh,
greater,grater,,
hey,hay,,
Greece,grease,,
hi,high,,
grill,grille,,
higher,hire,,
grisly,grizzly,,
him,hymn,,
groan,grown,,
hire,higher,,
guerilla,gorilla,,
ho,hoe,,
guessed,guest,,
hoard,horde,,
guild,gild,,
hoarse,horse,,
guilder,gilder,,
hoe,ho,,
guilt,gilt,,
hoes,hose,,
gym,Jim,,
hold,holed,,
H,,,
hole,whole,,
hail,hale,,
holed,hold,,
hurts,hertz,,
hymn,him,,
I,aye,eye,
I'll,aisle,isle,
I'd,eyed,,
idle,idol,idyll,
illicit,elicit,,
illusion,allusion,,
illusive,allusive,elusive,
immanent,imminent,,
impassable,impassible,,
incite,insight,,
innocence,innocents,,
innumerable,enumerable,,
insight,incite,,
instance,instants,,
intense,intents,,
isle,I'll,aisle,
islet,eyelet,,
jam,jamb,,
jean,gene,,
jell,gel,,
jibe,gibe,,
Jim,gym,,
jinks,jinx,,
karat,carat,carrot,caret
kernel,colonel,,
knap,nap,,
knave,nave,,
knead,kneed,need,
knew,new,gnu,
knickers,nickers,,
knight,night,,
knight,,,
night,,,
knit,nit,,
knock,nock,,
knot,not,,
know,no,,
knows,nose,,
koi,coy,,
kraal,crawl,,
kraft,craft,,
lacks,lax,,
ladder,latter,,
lade,laid,,
lain,lane,,
lama,llama,,
lane,lain,,
Lapps,laps,lapse,
latter,ladder,,
lax,lacks,,
lay,lei,,
lays,laze,leis,
lea,lee,,
leach,leech,,
lead,led,,
leak,leek,,
lean,lien,,
leased,least,,
led,lead,,
lee,lea,,
leech,leach,,
leek,leak,,
lei,lay,,
leis,lays,laze,
lends,lens,,
lessen,lesson,,
holey,holy,wholly,
hale,hail,,
hoop,whoop,,
hall,haul,,
horde,hoard,,
halve,have,,
horse,hoarse,,
handmade,handmaid,,
hose,hoes,,
handsome,hansom,,
hostel,hostile,,
hangar,hanger,,
hour,our,,
hansom,handsome,,
hue,Hugh,hew,
hare,hair,,
humerus,humorous,,
hair,hare,,
lets,let's,,
levee,levy,,
liar,lier,lyre,
lichen,liken,,
lie,lye,,
lien,lean,,
lier,lyre,liar,
lieu,Lou,,
liken,lichen,,
links,lynx,,
literal,littoral,,
llama,lama,,
lo,low,,
load,lode,lowed,
loan,lone,,
loath,loathe,,
loch,lock,,
lochs,locks,lox,
lock,loch,,
locks,lox,lochs,
lode,lowed,load,
lone,loan,,
loot,lute,,
Lou,lieu,,
low,lo,,
lowed,load,lode,
lox,lochs,locks,
lumbar,lumber,,
lute,loot,,
lye,lie,,
lynx,links,,
lyre,liar,lier,
madder,matter,,
made,maid,,
mail,male,,
main,mane,Maine,
maize,maze,,
male,mail,,
mall,maul,,
mane,Maine,main,
manner,manor,,
mantel,mantle,,
marc,mark,,
mare,mayor,,
mark,marc,,
marry,merry,Mary,
marshal,martial,,
marten,martin,,
Mary,marry,merry,
massed,mast,,
mat,matte,,
matter,madder,,
maul,mall,,
may#be,maybe,,
mayor,mare,,
maze,maize,,
mean,mien,,
meat,meet,mete,
meatier,meteor,,
medal,metal,mettle,
meddle,,,
meet,mete,meat,
merry,Mary,marry,
metal,mettle,meddle,
medal,,,
mete,meat,meet,
meteor,meatier,,
mettle,meddle,medal,metal
mewl,mule,,
mews,muse,,
mien,mean,,
might,mite,,
mil,mill,,
mince,mints,,
mind,mined,,
miner,minor,,
mints,mince,,
missal,missile,,
missed,mist,,
misses,Mrs.,,
missile,missal,,
mist,missed,,
mite,might,,
moan,mown,,
moat,mote,,
mode,mowed,,
mood,mooed,,
moose,mousse,,
morn,mourn,,
morning,mourning,,
mote,moat,,
mourn,morn,,
mourning,morning,,
mousse,moose,,
mowed,mode,,
mown,moan,,
Mrs.,misses,,
mucous,mucus,,
mule,mewl,,
muscle,mussel,,
muse,mews,,
mussed,must,,
mussel,muscle,,
must,mussed,,
mustard,mustered,,
nap,knap,,
naval,navel,,
nave,knave,,
navel,naval,,
nay,neigh,,
need,knead,kneed,
neigh,nay,,
new,gnu,knew,
nice,gneiss,,
Nice,niece,,
nickers,knickers,,
niece,Nice,,
night,knight,,
nit,knit,,
no,know,,
nock,knock,,
Nome,gnome,,
none,nun,,
nose,knows,,
not,knot,,
nun,none,,
oar,or,ore,
ode,owed,,
oh,owe,,
one,won,,
or,ore,oar,
oral,aural,,
ore,oar,or,
oriole,aureole,,
our,hour,,
outcast,outcaste,,
overdo,overdue,,
overseas,oversees,,
owe,oh,,
owed,ode,,
paced,paste,,
packed,pact,,
padded,patted,,
paean,paeon,peon,
pail,pale,,
pain,pane,,
pair,pare,pear,
palate,palette,pallet,
pale,pail,,
Phil,fill,,
palette,pallet,palate,
phlox,flocks,,
pall,Paul,,
phrase,frays,,
pallet,palate,palette,
pi,pie,,
pane,pain,,
picot,pekoe,,
pare,pear,pair,
pidgin,pigeon,,
parish,perish,,
pie,pi,,
parlay,parley,,
profit,prophet,,
pros,prose,,
pugh,pew,,
purl,pearl,,
purr,per,,
purveyed,pervade,,
quarts,quartz,,
queue,cue,,
quince,quints,,
quire,choir,,
rabbet,rabbit,,
rack,wrack,,
rain,reign,rein,
raise,rays,raze,
rap,wrap,,
rapped,rapt,wrapped,
rapper,wrapper,,
rapt,wrapped,rapped,
rays,raze,raise,
read,red,,
read,reed,,
real,reel,,
red,read,,
reed,read,,
reek,wreak,,
reel,real,,
reign,rein,rain,
residence,residents,,
rest,wrest,,
retch,wretch,,
review,revue,,
rheum,room,,
rigger,rigor,,
right,rite,write,
rigor,rigger,,
ring,wring,,
rite,write,right,
road,rode,rowed,
roam,Rome,,
rode,rowed,road,
roe,row,,
role,roll,,
Rome,roam,,
room,rheum,,
roomer,rumor,,
root,route,,
rose,rows,,
rote,wrote,,
rough,ruff,,
rouse,rows,,
(noisy,,,
quarrels),,,
route,root,,
roux,rue,,
row,roe,,
rowed,road,rode,
rows,rouse,,
rows,rose,,
rude,rued,,
rue,roux,,
rued,rude,,
ruff,rough,,
rumor,roomer,,
rung,wrung,,
Russell,rustle,,
rye,wry,,
sac,sack,,
sachet,sashay,,
sack,sac,,
sacks,sax,,
sail,sale,,
sane,seine,,
sari,sorry,,
sashay,sachet,,
saver,savor,,
passed,past,,
paste,paced,,
patience,patients,,
patted,padded,,
Paul,pall,,
pause,paws,,
pea,pee,,
peace,piece,,
peak,peek,pique,
peal,peel,,
pear,pair,pare,
pearl,purl,,
peas,pees,,
peat,Pete,,
pedal,peddle,petal,
pee,pea,,
peek,pique,peak,
peel,peal,,
peer,pier,,
pees,peas,,
pekoe,picot,,
penance,pennants,,
peon,paean,paeon,
per,purr,,
perish,parish,,
pervade,purveyed,,
petal,pedal,peddle,
Pete,peat,,
petrel,petrol,,
pew,pugh,,
phase,faze,,
phew,few,,
pie,pi,,
piece,peace,,
pier,peer,,
pigeon,pidgin,,
Pilate,pilot,,
pique,peak,peek,
pistil,pistol,,
plain,plane,,
plait,plate,,
plane,plain,,
plate,plait,,
pleas,please,,
plum,plumb,,
pole,poll,,
pore,pour,,
praise,prays,preys,
pray,prey,,
prays,preys,praise,
precedence,precedents,,
premier,premiere,,
presence,presents,,
prey,pray,,
preys,praise,prays,
pride,pried,,
primer,primmer,,
prince,prints,,
principal,principle,,
prints,prince,,
sax,sacks,,
side,sighed,,
scene,seen,,
sided,sighted,cited,
scent,sent,cent,
sighed,side,,
scents,sense,cents,
sighs,size,,
scull,skull,,
sight,site,cite,
sea,see,,
sighted,cited,sided,
sealing,ceiling,,
signet,cygnet,,
seam,seem,,
sink,sync,,
sear,seer,sere,
Sioux,sue,,
seas,sees,seize,
site,cite,sight,
see,sea,,
size,sighs,,
seed,cede,,
skull,scull,,
seeder,cedar,,
slay,sleigh,,
seem,seam,,
sleight,slight,,
seen,scene,,
slew,slue,slough,
seer,sere,sear,
slight,sleight,,
sees,seize,seas,
sloe,slow,,
seine,sane,,
slough,slew,slue,
seize,seas,sees,
slow,sloe,,
sell,cell,,
slue,slough,slew,
seller,cellar,,
so,sow,sew,
sense,cents,scents,
soar,sore,,
sensor,censor,,
soared,sword,,
sent,cent,scent,
sold,soled,,
sere,sear,seer,
sole,soul,,
serf,surf,,
soled,sold,,
serge,surge,,
some,sum,,
serial,cereal,,
son,sun,,
series,Ceres,,
session,cession,,
sew,so,sow,
shear,sheer,,
sheik,chic,,
son,sun,,
shoe,shoo,,
shofar,chauffeur,,
soot,suit,,
shone,shown,,
sore,soar,,
shoo,shoe,,
sorry,sari,,
shoot,chute,,
soul,sole,,
shown,shone,,
sow,sew,so,
sic,sick,,
spade,spayed,,
staid,stayed,,
stair,stare,,
stake,steak,,
stare,stair,,
stationary,stationery,,
stayed,staid,,
steak,stake,,
steal,steel,,
step,steppe,,
stile,style,,
straight,strait,,
straightened,straitened,,
style,stile,,
sue,Sioux,,
suede,swayed,,
suit,soot,,
suite,sweet,,
sum,some,,
summary,summery,,
sun,son,,
sundae,Sunday,,
surf,serf,,
surge,serge,,
swayed,suede,,
sweet,suite,,
sword,soared,,
symbol,cymbal,,
sync,sink,,
tacked,tact,,
tacks,tax,,
tact,tacked,,
tail,tale,,
taper,tapir,,
tarry,terry,,
taught,taut,,
taupe,tope,,
taut,taught,,
tax,tacks,,
tea,tee,,
team,teem,,
tear,tier,,
teas,tease,tees,
tee,tea,,
teem,team,,
tees,teas,tease,
tends,tens,,
tense,tents,,
tern,turn,,
terry,tarry,,
Thai,tie,,
their,there,they're,
theirs,there's,,
there,they're,their,
there's,theirs,,
they're,their,there,
threw,through,,
throes,throws,,
throne,thrown,,
through,threw,,
thrown,throne,,
throws,throes,,
thyme,time,,
tic,tick,,
tide,tied,,
tie,Thai,,
tied,tide,,
tier,tear,,
tigress,Tigris,,
timber,timbre,,
time,thyme,,
to,too,two,
toad,toed,towed,
toe,tow,,
toed,towed,toad,
told,tolled,,
too,two,to,
tool,tulle,,
tooter,Tudor,tutor,
tope,taupe,,
vile,vial,,
tort,torte,,
vise,vice,,
tortuous,torturous,,
tow,toe,,
wade,weighed,,
towed,toad,toed,
wader,waiter,,
tracked,tract,,
wail,whale,wale,
trader,traitor,,
wails,Wales,whales,
which,witch,,
while,wile,,
whine,wine,,
whined,wind,wined,
whir,were,,
whirled,whorled,world,
whirred,word,,
whoa,woe,,
whole,hole,,
wholly,holey,holy,
whoop,hoop,,
wee,we,,
weed,we'd,,
week,weak,,
weigh,whey,way,
weighed,wade,,
weighs,ways,,
weight,wait,,
we'll,wheel,,
were,whir,,
wet,whet,,
wether,weather,whether,
we've,weave,,
whacks,wax,,
whale,wale,wail,
whales,wails,Wales,
wheel,we'll,,
where,ware,wear,
where's,wears,wares,
whet,wet,,
whorled,world,whirled,
who's,whose,,
wile,while,,
wind,wined,whined,
wine,whine,,
wined,whined,wind,
witch,which,,
woe,whoa,,
wok,walk,,
won,one,,
wont,want,,
wood,would,,
word,whirred,,
wore,war,,
world,whirled,whorled,
worn,warn,,
would,wood,,
wrack,rack,,
wrap,rap,,
wrapped,rapped,rapt,
wrapper,rapper,,
wreak,reek,,
wrest,rest,,
wretch,retch,,
wring,ring,,
write,right,rite,
wrote,rote,,
wrung,rung,,
wry,rye,,
yew,ewe,you,
yews,use,ewes,
yoke,yolk,,
yore,your,you're,
you,yew,ewe,
you're,yore,your,
you'll,Yule,,
your,you're,yore,
Yule,you'll,,
wain,wane,Wayne,
waist,waste,,
wait,weight,,
waiter,wader,,
waive,wave,,
wale,wail,whale,
Wales,whales,wails,
walk,wok,,
wane,Wayne,wain,
want,wont,,
udder,utter,,
ware,wear,where,
undo,undue,,
wares,where's,wears,
urn,earn,,
warn,worn,,
use,ewes,yews,
waste,waist,,
utter,udder,,
Vvain,vane,vein,
valance,valence,,
vale,veil,,
valence,valance,,
vane,vein,vain,
we'll,wheel,,
vary,very,,
weak,week,,
veil,vale,,
wear,where,ware,
vein,vain,vane,
wears,wares,where's,
venous,Venus,,
weather,whether,wether,
verses,versus,,
weave,we've,,
very,vary,,
we'd,weed,,
vial,vile,,
whether,wether,weather,
vice,vise,,
whey,way,weigh,
war,wore,,
troop,troupe,,
trussed,trust,,
tucks,tux,,
Tudor,tutor,tooter,
tulle,tool,,
turban,turbine,,
turn,tern,,
tutor,tooter,Tudor,
tux,tucks,,
two,to,too,
wave,waive,,
wax,whacks,,
way,weigh,whey,
Wayne,wain,wane,
ways,weighs,,
we,wee,,
accessary,accessory,,
ad,add,,
ail,ale,,
air,heir,,
aisle,I'll,isle,
all,awl,,
allowed,aloud,,
alms,arms,,
altar,alter,,
arc,ark,,
aren't,aunt,,
ate,eight,,
auger,augur,,
auk,orc,,
aural,oral,,
away,aweigh,,
awe,oar,or,ore
axel,axle,,
aye,eye,I,
bail,bale,,
bait,bate,,
baize,bays,,
bald,bawled,,
ball,bawl,,
band,banned,,
bard,barred,,
bare,bear,,
bark,barque,,
baron,barren,,
base,bass,,
bay,bey,,
bazaar,bizarre,,
be,bee,,
beach,beech,,
bean,been,,
beat,beet,,
beau,bow,,
beer,bier,,
bel,bell,belle,
berry,bury,,
berth,birth,,
bight,bite,byte,
billed,build,,
bitten,bittern,,
blew,blue,,
bloc,block,,
boar,bore,,
board,bored,,
boarder,border,,
bold,bowled,,
boos,booze,,
born,borne,,
bough,bow,,
boy,buoy,,
brae,bray,,
braid,brayed,,
braise,brays,braze,
brake,break,,
bread,bred,,
brews,bruise,,
bridal,bridle,,
broach,brooch,,
bur,burr,,
but,butt,,
buy,by,bye,
buyer,byre,,
calendar,calender,,
call,caul,,
canvas,canvass,,
cast,caste,,
caster,castor,,
caught,court,,
caw,core,corps,
cede,seed,,
ceiling,sealing,,
cell,sell,,
censer,censor,sensor,
cent,scent,sent,
cereal,serial,,
cheap,cheep,,
check,cheque,,
choir,quire,,
chord,cord,,
cite,sight,site,
clack,claque,,
clew,clue,,
climb,clime,,
close,cloze,,
coal,kohl,,
coarse,course,,
coign,coin,,
colonel,kernel,,
complacent,complaisant,,
complement,compliment,,
coo,coup,,
cops,copse,,
council,counsel,,
cousin,cozen,,
creak,creek,,
crews,cruise,,
cue,kyu,queue,
curb,kerb,,
currant,current,,
cymbol,symbol,,
dam,damn,,
days,daze,,
dear,deer,,
descent,dissent,,
desert,dessert,,
deviser,divisor,,
dew,due,,
die,dye,,
discreet,discrete,,
doe,doh,dough,
done,dun,,
douse,dowse,,
draft,draught,,
dual,duel,,
earn,urn,,
eery,eyrie,,
ewe,yew,you,
faint,feint,,
fah,far,,
fair,fare,,
farther,father,,
fate,fête,,
faun,fawn,,
fay,fey,,
faze,phase,,
feat,feet,,
ferrule,ferule,,
few,phew,,
fie,phi,,
file,phial,,
find,fined,,
fir,fur,,
fizz,phiz,,
flair,flare,,
flaw,floor,,
flea,flee,,
flex,flecks,,
flew,flu,flue,
floe,flow,,
flour,flower,,
foaled,fold,,
for,fore,four,
foreword,forward,,
fort,fought,,
forth,fourth,,
foul,fowl,,
franc,frank,,
freeze,frieze,,
friar,fryer,,
furs,furze,,
gait,gate,,
galipot,gallipot,,
gallop,galop,,
gamble,gambol,,
gays,gaze,,
genes,jeans,,
gild,guild,,
gilt,guilt,,
giro,gyro,,
gnaw,nor,,
gneiss,nice,,
gorilla,guerilla,,
grate,great,,
greave,grieve,,
greys,graze,,
grisly,grizzly,,
groan,grown,,
guessed,guest,,
hail,hale,,
hair,hare,,
hall,haul,,
hangar,hanger,,
hart,heart,,
haw,hoar,whore,
hay,hey,,
heal,heel,he'll,
hear,here,,
heard,herd,,
he'd,heed,,
heroin,heroine,,
hew,hue,,
hi,high,,
higher,hire,,
him,hymn,,
ho,hoe,,
hoard,horde,,
hoarse,horse,,
holey,holy,wholly,
hour,our,,
idle,idol,,
indict,indite,,
it's,its,,
jewel,joule,,
key,quay,,
knave,nave,,
knead,need,,
knew,new,,
knight,night,,
knit,nit,,
knob,nob,,
knock,nock,,
knot,not,,
know,no,,
knows,nose,,
laager,lager,,
lac,lack,,
lade,laid,,
lain,lane,,
lam,lamb,,
laps,lapse,,
larva,lava,,
lase,laze,,
law,lore,,
lay,ley,,
lea,lee,,
leach,leech,,
lead,led,,
leak,leek,,
lean,lien,,
lessen,lesson,,
levee,levy,,
liar,lyre,,
licence,license,,
licker,liquor,,
lie,lye,,
lieu,loo,,
links,lynx,,
lo,low,,
load,lode,,
loan,lone,,
locks,lox,,
loop,loupe,,
loot,lute,,
made,maid,,
mail,male,,
main,mane,,
maize,maze,,
mall,maul,,
manna,manner,,
mantel,mantle,,
mare,mayor,,
mark,marque,,
marshal,martial,,
marten,martin,,
mask,masque,,
maw,more,,
me,mi,,
mean,mien,,
meat,meet,mete,
medal,meddle,,
metal,mettle,,
meter,metre,,
might,mite,,
miner,minor,mynah,
mind,mined,,
missed,mist,,
moat,mote,,
mode,mowed,,
moor,more,,
moose,mousse,,
morning,mourning,,
muscle,mussel,,
naval,navel,,
nay,neigh,,
nigh,nye,,
none,nun,,
od,odd,,
ode,owed,,
oh,owe,,
one,won,,
packed,pact,,
packs,pax,,
pail,pale,,
pain,pane,,
pair,pare,pear,
palate,palette,pallet,
pascal,paschal,,
paten,patten,pattern,
pause,paws,pores,pours
pawn,porn,,
pea,pee,,
peace,piece,,
peak,peek,peke,pique
peal,peel,,
pearl,purl,,
pedal,peddle,,
peer,pier,,
pi,pie,,
pica,pika,,
place,plaice,,
plain,plane,,
pleas,please,,
plum,plumb,,
pole,poll,,
poof,pouffe,,
practice,practise,,
praise,prays,preys,
principal,principle,,
profit,prophet,,
quarts,quartz,,
quean,queen,,
rain,reign,rein,
raise,rays,raze,
rap,wrap,,
raw,roar,,
read,reed,,
read,red,,
real,reel,,
reek,wreak,,
rest,wrest,,
retch,wretch,,
review,revue,,
rheum,room,,
right,rite,wright,write
ring,wring,,
road,rode,,
roe,row,,
role,roll,,
roo,roux,rue,
rood,rude,,
root,route,,
rose,rows,,
rota,rotor,,
rote,wrote,,
rough,ruff,,
rouse,rows,,
rung,wrung,,
rye,wry,,
saver,savour,,
spade,spayed,,
sale,sail,,
sane,seine,,
satire,satyr,,
sauce,source,,
saw,soar,sore,
scene,seen,,
scull,skull,,
sea,see,,
seam,seem,,
sear,seer,sere,
seas,sees,seize,
sew,so,sow,
shake,sheikh,,
shear,sheer,,
shoe,shoo,,
sic,sick,,
side,sighed,,
sign,sine,,
sink,synch,,
slay,sleigh,,
sloe,slow,,
sole,soul,,
some,sum,,
son,sun,,
sort,sought,,
spa,spar,,
staid,stayed,,
stair,stare,,
stake,steak,,
stalk,stork,,
stationary,stationery,,
steal,steel,,
stile,style,,
storey,story,,
straight,strait,,
sweet,suite,,
swat,swot,,
tacks,tax,,
tale,tail,,
talk,torque,,
tare,tear,,
taught,taut,tort,
te,tea,tee,
team,teem,,
tear,tier,,
teas,tease,,
terce,terse,,
tern,turn,,
there,their,they're,
threw,through,,
throes,throws,,
throne,thrown,,
thyme,time,,
tic,tick,,
tide,tied,,
tire,tyre,,
to,too,two,
toad,toed,towed,
told,tolled,,
tole,toll,,
ton,tun,,
tor,tore,,
tough,tuff,,
troop,troupe,,
tuba,tuber,,
vain,vane,vein,
vale,veil,,
vial,vile,,
wail,wale,whale,
wain,wane,,
waist,waste,,
wait,weight,,
waive,wave,,
wall,waul,,
war,wore,,
ware,wear,where,
warn,worn,,
wart,wort,,
watt,what,,
wax,whacks,,
way,weigh,whey,
we,wee,whee,
weak,week,,
we'd,weed,,
weal,we'll,wheel,
wean,ween,,
weather,whether,,
weaver,weever,,
weir,we're,,
were,whirr,,
wet,whet,,
wheald,wheeled,,
which,witch,,
whig,wig,,
while,wile,,
whine,wine,,
whirl,whorl,,
whirled,world,,
whit,wit,,
white,wight,,
who's,whose,,
woe,whoa,,
wood,would,,
yaw,yore,your,you're
yoke,yolk,,
you'll,yule,,
